RiskYear,NumberOfPersons,ActivityCode,TravellingArea,DangerousAreas,CompanyAge,FinancialRating,Duration,ClaimCost,NumberOfClaims
2019,17.00,B,Whole world,Excluded,49.448322,AAA,0.9994,0E-8,0
2020,2.00,G,Whole world,Excluded,38.650238,A,0.0794,0E-8,0
2018,60.00,H,Whole world,Excluded,25.327858,A,0.2574,0E-8,0
2021,18.00,Q,Whole world,Excluded,28.11499,AAA,0.5859,0E-8,0
2019,36.00,G,Whole world,Excluded,22.01232,AA,0.3286,0E-8,0
2022,600.00,M,Whole world,Excluded,24.966461,AA,0.6708,0E-8,0
2022,7.00,J,Whole world,Excluded,22.600958,A,0.9528,0E-8,0
2018,2.00,M,Whole world,Excluded,17.486652,A,0.1260,0E-8,0
2019,2.00,M,Whole world,Excluded,18.485968,A,0.8735,0E-8,0
2021,4.00,G,Europe,Excluded,19.252567,AA,0.5805,0E-8,0
2022,1.00,M,Whole world,Excluded,19.983572,B,0.4299,0E-8,0
2019,32.00,M,Whole world,Excluded,16.856947,AA,0.2465,0E-8,0
2019,7.00,G,Whole world,Excluded,16.591375,AAA,0.0849,0E-8,0
2022,2.00,M,Whole world,Excluded,15.498973,AA,0.1698,0E-8,0
2020,100.00,C,Whole world,Excluded,12.681725,AA,0.5859,0E-8,0
2022,2.00,G,Whole world,Excluded,11.852156,AAA,0.6489,0E-8,0
2020,4.00,S,Whole world,Excluded,9.738535,A,0.1889,0E-8,0
2021,18.00,M,Europe,Excluded,10.570842,AA,0.8817,0E-8,0
2022,10.00,C,Whole world,Excluded,11.148528,B,0.5805,0E-8,0
2020,2.00,R,Sweden,Excluded,8.930869,C,0.3067,0E-8,0
2021,3.00,N,Whole world,Excluded,9.700206,AA,0.7091,0E-8,0
2019,7.00,F,Whole world,Excluded,7.5126624,C,0.5449,0E-8,0
2018,3.00,J,Whole world,Excluded,4.2683096,AA,0.8351,0E-8,0
2020,2.00,Q,Sweden,Excluded,5.629021,A,0.1506,0E-8,0
2020,2.00,M,Whole world,Excluded,5.50308,AA,0.0739,0E-8,0
2019,1.00,M,Whole world,Excluded,4.03833,AA,0.3095,0E-8,0
2022,1.00,M,Sweden,Excluded,6.9596167,AA,0.8898,0E-8,0
2022,2.00,N,Nordic countries,Excluded,6.576318,AA,0.0821,0E-8,0
2019,1.00,Q,Whole world,Excluded,2.7789185,C,0.7995,0E-8,0
2019,1.00,M,Whole world,Excluded,2.7570157,A,0.4956,0E-8,0
2020,16.00,M,Whole world,Excluded,3.6002738,A,0.2519,0E-8,0
2022,1.00,F,Sweden,Excluded,5.0704994,AA,0.5421,0E-8,0
2020,2.00,F,Nordic countries,Excluded,2.7268994,A,0.7119,0E-8,0
2022,5.00,C,Whole world,Excluded,4.544832,AA,0.1095,0E-8,0
2021,2.00,S,Europe,Excluded,2.3025324,A,0.6708,0E-8,0
2020,1.00,J,Whole world,Excluded,1.2429843,AN,0.5503,0E-8,0
2022,1.00,M,Whole world,Excluded,3.0116358,A,0.0849,0E-8,0
2021,1.00,M,Whole world,Excluded,1.6098562,AN,0.4956,0E-8,0
2020,2.00,L,Europe,Excluded,0.06297057,IR,0.7064,0E-8,0
2022,1.00,R,Whole world,Excluded,19.167694,missing,0.5723,0E-8,0
2020,2.00,J,Whole world,Excluded,11.750855,missing,0.6708,0E-8,0
2022,2.00,L,Whole world,Excluded,19.252567,missing,0.0849,0E-8,0
2022,1.00,M,Europe,Excluded,2.6146474,missing,0.6461,0E-8,0
2020,1.00,S,Whole world,Excluded,13.9986315,missing,0.0684,0E-8,0
2019,1.00,G,Europe,Excluded,3.92334,missing,0.1972,0E-8,0
2019,5.00,F,Whole world,Excluded,7.104723,missing,0.6352,0E-8,0
2022,5.00,A,Whole world,Excluded,50.00137,missing,0.7529,0E-8,0
2021,23.00,H,Whole world,Excluded,50.62286,AA,0.0164,0E-8,0
2019,1.00,M,Whole world,Excluded,46.80356,A,0.3778,0E-8,0
2022,3.00,G,Whole world,Excluded,39.989048,AA,0.9994,0E-8,0
2019,12.00,L,Whole world,Excluded,35.622177,AAA,0.5859,0E-8,0
2019,2.00,L,Whole world,Excluded,31.638603,AAA,0.5394,0E-8,0
2020,23.00,M,Whole world,Excluded,30.718685,AAA,0.3340,0E-8,0
2020,3.00,G,Europe,Excluded,29.13347,A,0.0849,0E-8,0
2020,2.00,M,Whole world,Excluded,28.550308,AA,0.3067,0E-8,0
2019,30.00,M,Whole world,Excluded,25.295004,AA,0.6708,0E-8,0
2020,5.00,G,Whole world,Excluded,25.83436,AAA,0.3340,0E-8,0
2022,3.00,J,Whole world,Excluded,27.775496,AAA,0.7447,0E-8,0
2022,30.00,G,Whole world,Excluded,27.68241,A,0.1670,0E-8,0
2018,30.00,R,Whole world,Excluded,20.49829,A,0.3641,0E-8,0
2019,2.00,F,Whole world,Excluded,18.529774,A,0.8871,0E-8,0
2021,70.00,I,Whole world,Excluded,20.05202,AA,0.8351,0E-8,0
2022,1.00,J,Europe,Excluded,16.928131,AA,0.9775,0E-8,0
2019,8.00,S,Whole world,Excluded,12.323067,AA,0.6681,0E-8,0
2019,2.00,M,Whole world,Excluded,10.036961,A,0.9693,0E-8,0
2022,29.00,J,Whole world,Excluded,12.54757,AAA,0.2465,0E-8,0
2021,14.00,G,Whole world,Excluded,10.872005,A,0.4518,0E-8,0
2019,3.00,Q,Whole world,Excluded,8.5859,AA,0.1123,0E-8,0
2021,14.00,M,Europe,Excluded,10.335386,B,0.0493,0E-8,0
2022,4.00,G,Whole world,Excluded,10.970568,B,0.4873,0E-8,0
2020,4.00,J,Whole world,Excluded,8.167009,AA,0.9802,0E-8,0
2018,3.00,M,Whole world,Excluded,5.91102,AA,0.8022,0E-8,0
2020,11.00,N,Whole world,Excluded,7.1266255,B,0.4929,0E-8,0
2020,8.00,L,Whole world,Excluded,6.461328,AAA,0.7639,0E-8,0
2021,3.00,M,Whole world,Excluded,6.735113,AA,0.4053,0E-8,0
2020,1.00,M,Whole world,Excluded,4.681725,AA,0.1451,0E-8,0
2020,2.00,M,Whole world,Excluded,4.4709105,AA,0.5887,0E-8,0
2020,4.00,H,Sweden,Excluded,4.0793977,AA,0.0329,0E-8,0
2020,1.00,M,Whole world,Excluded,3.8685832,B,0.3313,0E-8,0
2020,1.00,J,Sweden,Excluded,3.6769335,AA,0.6379,0E-8,0
2022,1.00,M,Nordic countries,Excluded,5.1307325,B,0.8816,0E-8,0
2021,2.00,C,Whole world,Excluded,4.0821357,AA,0.2875,0E-8,0
2022,10.00,M,Whole world,Excluded,4.9582477,A,0.0876,0E-8,0
2019,3.00,F,Whole world,Excluded,1.6071184,A,0.3340,0E-8,0
2019,2.00,H,Whole world,Excluded,1.1115674,AN,0.0849,0E-8,0
2021,1.00,M,Whole world,Excluded,3.0882957,A,0.9364,0E-8,0
2019,5.00,G,Whole world,Excluded,0.27104723,AN,0.5859,0E-8,0
2022,2.00,M,Europe,Excluded,3.0910335,A,0.3095,0E-8,0
2022,2.00,M,Europe,Excluded,2.7624915,A,0.7229,0E-8,0
2022,2.00,F,Sweden,Excluded,1.5633128,A,0.4518,0E-8,0
2022,4.00,K,Whole world,Excluded,1.3305955,A,0.3204,0E-8,0
2022,1.00,M,Sweden,Excluded,0.10403833,AN,0.9145,0E-8,0
2021,1.00,M,Sweden,Excluded,2.1327858,missing,0.0849,0E-8,0
2019,5.00,G,Sweden,Excluded,4.9390826,missing,0.9994,0E-8,0
2020,39.00,K,Whole world,Excluded,77.689255,missing,1.0021,0E-8,0
2019,2.00,K,Whole world,Excluded,12.167009,missing,0.0986,0E-8,0
2020,1.00,M,Whole world,Excluded,56.287476,A,0.0931,0E-8,0
2019,2.00,J,Whole world,Excluded,44.79124,AAA,0.0821,0E-8,0
2022,1.00,J,Whole world,Excluded,31.520876,B,0.9200,0E-8,0
2018,2.00,M,Whole world,Excluded,25.64271,AA,0.0712,0E-8,0
2019,12.00,C,Whole world,Excluded,22.269678,AA,0.5038,0E-8,0
2020,10.00,M,Whole world,Excluded,22.803558,AAA,0.5859,0E-8,0
2020,16.00,M,Whole world,Excluded,20.21629,B,0.0959,0E-8,0
2018,9.00,N,Whole world,Excluded,16.66256,IR,0.9665,0E-8,0
2021,5.00,G,Whole world,Excluded,17.23477,AA,0.8378,0E-8,0
2021,250.00,N,Whole world,Excluded,15.036277,AAA,0.0849,0E-8,0
2018,3.00,R,Whole world,Excluded,8.2354555,B,0.3970,0E-8,0
2021,5.00,G,Whole world,Excluded,10.858316,A,0.5832,0E-8,0
2021,10.00,C,Whole world,Excluded,10.149213,B,0.5805,0E-8,0
2021,8.00,J,Whole world,Excluded,9.267625,B,0.9994,0E-8,0
2018,21.00,M,Whole world,Excluded,6.0287476,AAA,0.5804,0E-8,0
2021,2.00,S,Sweden,Excluded,8.911704,C,0.6489,0E-8,0
2021,4.00,R,Whole world,Excluded,8.517454,AA,0.3340,0E-8,0
2018,1.00,M,Europe,Excluded,5.472964,A,0.9693,0E-8,0
2020,1.00,F,Whole world,Excluded,7.4140997,B,1.0021,0E-8,0
2021,8.00,M,Whole world,Excluded,8.317591,AA,0.1752,0E-8,0
2019,2.00,L,Sweden,Excluded,5.377139,A,0.7037,0E-8,0
2018,1.00,M,Europe,Excluded,4.049281,A,0.5421,0E-8,0
2019,1.00,H,Nordic countries,Excluded,4.0985627,C,0.1643,0E-8,0
2022,2.00,R,Whole world,Excluded,6.806297,A,0.2574,0E-8,0
2021,1.00,M,Whole world,Excluded,4.569473,AA,0.1506,0E-8,0
2019,1.00,J,Whole world,Excluded,2.3326488,AA,0.2765,0E-8,0
2022,2.00,C,Sweden,Excluded,5.322382,C,0.6955,0E-8,0
2019,2.00,J,Whole world,Excluded,2.1026695,A,0.0246,0E-8,0
2022,1.00,J,Whole world,Excluded,3.7125256,B,0.4271,0E-8,0
2021,2.00,J,Europe,Excluded,2.5352497,AA,0.4216,0E-8,0
2021,5.00,G,Whole world,Excluded,1.9548255,A,0.7749,0E-8,0
2020,3.00,F,Whole world,Excluded,0.58042437,AN,0.4436,0E-8,0
2020,2.00,M,Whole world,Excluded,0.20807666,AN,0.7475,0E-8,0
2022,2.00,M,Sweden,Excluded,1.8069816,A,0.7775,0E-8,0
2022,1.00,G,Whole world,Excluded,0.56399727,AN,0.4435,0E-8,0
2022,1.00,F,Whole world,Excluded,0.3723477,AN,0.6489,0E-8,0
2021,1.00,M,Nordic countries,Excluded,2.3600273,missing,0.1944,0E-8,0
2018,1.00,N,Whole world,Excluded,6.4503765,missing,0.1259,0E-8,0
2021,1.00,G,Europe,Excluded,0.862423,missing,0.0329,0E-8,0
2022,58.00,S,Whole world,Excluded,31.041752,missing,0.7475,0E-8,0
2020,2.00,S,Whole world,Excluded,20.0,missing,0.0849,0E-8,0
2018,2.00,S,Whole world,Excluded,0.8158795,missing,0.8542,0E-8,0
2021,1.00,F,Whole world,Excluded,1.2320329,missing,0.6653,0E-8,0
2022,2.00,L,Whole world,Excluded,33.333332,missing,0.9994,0E-8,0
2021,1.00,J,Whole world,Excluded,26.915812,missing,0.2491,0E-8,0
2019,110.00,C,Whole world,Excluded,70.91307,AAA,0.8077,0E-8,0
2018,2.00,C,Whole world,Excluded,54.29432,A,0.5038,0E-8,0
2022,2.00,L,Whole world,Excluded,38.283367,A,0.6708,0E-8,0
2022,40.00,C,Whole world,Excluded,35.939766,AAA,0.0575,0E-8,0
2020,3.00,X,Whole world,Excluded,33.976727,AAA,0.1999,0E-8,0
2021,18.00,J,Whole world,Excluded,25.267626,AAA,0.3286,0E-8,0
2020,6.00,R,Whole world,Excluded,24.470911,A,0.3888,0E-8,0
2020,4.00,G,Whole world,Excluded,22.614647,AAA,0.6708,0E-8,0
2018,3.00,G,Europe,Excluded,19.753593,AAA,0.3340,0E-8,0
2022,35.00,D,Whole world,Excluded,23.277208,AAA,0.8378,0E-8,0
2021,6.00,J,Whole world,Excluded,20.668036,AAA,0.0739,0E-8,0
2019,2.00,G,Whole world,Excluded,14.672142,C,0.4080,0E-8,0
2022,15.00,J,Whole world,Excluded,15.556468,AAA,0.5011,0E-8,0
2019,2.00,M,Whole world,Excluded,11.318275,A,0.6900,0E-8,0
2020,2.00,M,Whole world,Excluded,11.099247,AAA,0.1123,0E-8,0
2020,29.00,G,Whole world,Excluded,10.234086,A,0.6681,0E-8,0
2022,41.00,C,Whole world,Excluded,12.2354555,A,0.1616,0E-8,0
2022,8.00,F,Whole world,Excluded,10.934976,AAA,0.1397,0E-8,0
2022,4.00,M,Whole world,Excluded,10.910336,AA,0.8488,0E-8,0
2021,5.00,G,Whole world,Excluded,9.5550995,AA,0.6188,0E-8,0
2022,1.00,R,Sweden,Excluded,9.880903,B,0.6708,0E-8,0
2019,1.00,C,Whole world,Excluded,6.0588636,B,0.8268,0E-8,0
2020,10.00,M,Whole world,Excluded,5.908282,AA,0.9172,0E-8,0
2020,3.00,M,Whole world,Excluded,5.7330594,B,0.4080,0E-8,0
2022,1.00,M,Whole world,Excluded,7.6194386,A,0.5914,0E-8,0
2020,1.00,M,Whole world,Excluded,5.045859,AA,0.0219,0E-8,0
2021,2.00,M,Whole world,Excluded,6.036961,AA,0.1697,0E-8,0
2020,2.00,M,Whole world,Excluded,4.9089665,A,0.5284,0E-8,0
2020,2.00,G,Whole world,Excluded,3.6030116,AA,0.7666,0E-8,0
2018,4.00,M,Sweden,Excluded,1.2785764,AN,0.9775,0E-8,0
2020,1.00,M,Europe,Excluded,3.0882957,AA,0.4189,0E-8,0
2022,6.00,F,Whole world,Excluded,5.051335,AA,0.8570,0E-8,0
2021,12.00,J,Whole world,Excluded,3.6249144,B,0.1616,0E-8,0
2022,3.00,Q,Whole world,Excluded,4.588638,A,0.9994,0E-8,0
2020,1.00,G,Sweden,Excluded,2.4695413,B,0.3587,0E-8,0
2020,2.00,H,Whole world,Excluded,2.110883,A,0.0849,0E-8,0
2022,1.00,J,Sweden,Excluded,4.0465436,AA,0.2794,0E-8,0
2020,1.00,M,Whole world,Excluded,0.59685147,AN,0.3477,0E-8,0
2021,1.00,M,Whole world,Excluded,0.7392197,AN,0.3286,0E-8,0
2021,3.00,H,Sweden,Excluded,0.19712526,AN,0.1424,0E-8,0
2022,1.00,C,Whole world,Excluded,1.0677618,AN,0.8625,0E-8,0
2022,1.00,F,Whole world,Excluded,0.12594114,AN,0.8022,0E-8,0
2020,2.00,X,Whole world,Excluded,12.914442,missing,0.8378,0E-8,0
2021,2.00,F,Whole world,Excluded,0.22997947,missing,0.2163,0E-8,0
2022,2054.00,O,Whole world,Excluded,30.524298,missing,0.9994,0E-8,0
2018,3676.00,O,Whole world,Excluded,26.524298,missing,0.9994,0E-8,0
2022,10.00,G,Whole world,Excluded,4.106776,missing,0.1835,0E-8,0
2018,5.00,G,Whole world,Excluded,37.982204,AAA,0.0630,0E-8,0
2018,3.00,C,Whole world,Excluded,35.331963,A,0.0301,0E-8,0
2019,52.00,C,Whole world,Excluded,31.79466,AAA,0.2519,0E-8,0
2022,15.00,C,Whole world,Excluded,32.208076,AAA,0.3340,0E-8,0
2022,206.00,J,Whole world,Excluded,30.715948,AAA,0.7529,0E-8,0
2022,1.00,J,Nordic countries,Excluded,26.625599,A,0.8296,0E-8,0
2022,2.00,L,Whole world,Excluded,26.360027,A,0.1670,0E-8,0
2022,41.00,H,Whole world,Excluded,23.983572,AA,0.2465,0E-8,0
2022,3.00,M,Whole world,Excluded,22.863792,A,0.2465,0E-8,0
2021,2.00,M,Whole world,Excluded,18.428474,A,0.8378,0E-8,0
2022,2.00,X,Whole world,Excluded,16.928131,A,0.8707,0E-8,0
2020,166.00,C,Whole world,Excluded,13.048596,AA,0.6708,0E-8,0
2022,57.00,C,Whole world,Excluded,15.049966,AA,0.6708,0E-8,0
2022,1.00,G,Whole world,Excluded,14.937714,AA,0.8598,0E-8,0
2019,75.00,C,Whole world,Excluded,11.682409,B,0.1780,0E-8,0
2020,2.00,M,Whole world,Excluded,12.172484,AA,0.7119,0E-8,0
2018,1.00,K,Whole world,Excluded,8.197125,AA,0.7885,0E-8,0
2020,6.00,J,Whole world,Excluded,9.585216,B,0.7174,0E-8,0
2020,5.00,J,Whole world,Excluded,8.29295,B,0.2437,0E-8,0
2020,702.00,C,Whole world,Excluded,7.74538,AA,0.0849,0E-8,0
2018,1.00,M,Whole world,Excluded,5.32512,A,0.6489,0E-8,0
2019,2.00,M,Sweden,Excluded,6.0752907,A,0.6543,0E-8,0
2022,3.00,N,Sweden,Excluded,8.750171,A,0.2930,0E-8,0
2021,27.00,J,Whole world,Excluded,6.236824,A,0.0329,0E-8,0
2020,24.00,F,Europe,Excluded,4.8049283,A,0.6708,0E-8,0
2022,1.00,M,Sweden,Excluded,6.2806296,A,0.8570,0E-8,0
2020,6.00,M,Whole world,Excluded,4.03833,B,0.5969,0E-8,0
2021,2.00,M,Nordic countries,Excluded,3.761807,AA,0.4710,0E-8,0
2021,2.00,F,Nordic countries,Excluded,3.728953,A,0.1808,0E-8,0
2018,1.00,G,Europe,Excluded,0.15058179,AN,0.0767,0E-8,0
2021,3.00,G,Whole world,Excluded,3.008898,A,0.0986,0E-8,0
2020,1.00,M,Whole world,Excluded,1.7823409,A,0.7310,0E-8,0
2019,1.00,M,Whole world,Excluded,0.66255987,AN,0.4327,0E-8,0
2021,1.00,M,Europe,Excluded,2.477755,A,0.9200,0E-8,0
2020,2.00,S,Europe,Excluded,1.3004792,AN,0.0548,0E-8,0
2022,1.00,P,Sweden,Excluded,2.2833676,IR,0.8543,0E-8,0
2022,1.00,M,Sweden,Excluded,2.1930184,AA,0.9145,0E-8,0
2021,5.00,M,Europe,Excluded,1.0732375,AN,0.2629,0E-8,0
2022,1.00,J,Sweden,Excluded,1.8507872,A,0.1643,0E-8,0
2022,3.00,J,Whole world,Excluded,1.5167693,A,0.8378,0E-8,0
2022,1.00,M,Whole world,Excluded,1.2156057,AN,0.9145,0E-8,0
2022,1.00,J,Europe,Excluded,0.4462697,AN,0.6955,0E-8,0
2019,1.00,C,Europe,Excluded,13.913757,missing,0.3669,0E-8,0
2022,2.00,L,Whole world,Excluded,19.915127,missing,0.5038,0E-8,0
2020,1.00,G,Sweden,Excluded,6.7816563,missing,0.4627,0E-8,0
2020,2.00,F,Whole world,Excluded,26.66119,missing,0.9008,0E-8,0
2018,1324.00,O,Whole world,Excluded,26.524298,missing,0.9994,0E-8,0
2021,36.00,H,Whole world,Excluded,91.03902,AAA,0.9994,0E-8,0
2019,4.00,J,Whole world,Excluded,72.952774,B,0.9145,0E-8,0
2020,90.00,N,Whole world,Excluded,36.490074,AAA,1.0021,0E-8,0
2018,24.00,C,Whole world,Excluded,32.887062,AAA,0.6543,0E-8,0
2021,24.00,C,Whole world,Excluded,35.88775,AAA,0.3532,0E-8,0
2018,70.00,Q,Nordic countries,Excluded,31.211498,AAA,0.7529,0E-8,0
2020,25.00,H,Whole world,Excluded,28.03833,AAA,0.2519,0E-8,0
2018,16.00,G,Whole world,Excluded,24.060232,AA,0.4928,0E-8,0
2019,13.00,G,Whole world,Excluded,25.059547,AA,0.5859,0E-8,0
2022,3.00,L,Whole world,Excluded,26.436687,A,0.1616,0E-8,0
2020,2.00,C,Sweden,Excluded,19.049965,A,0.1999,0E-8,0
2021,5.00,M,Whole world,Excluded,15.646817,AA,0.3039,0E-8,0
2019,4.00,P,Whole world,Excluded,13.051334,AA,0.5120,0E-8,0
2021,2.00,M,Whole world,Excluded,11.00616,A,0.9939,0E-8,0
2020,40.00,F,Whole world,Excluded,9.790554,B,0.5996,0E-8,0
2018,1.00,J,Europe,Excluded,7.6632442,AA,0.7775,0E-8,0
2019,1.00,A,Nordic countries,Excluded,7.8028746,A,0.2383,0E-8,0
2022,15.00,G,Whole world,Excluded,10.47228,AAA,0.5038,0E-8,0
2022,2.00,M,Europe,Excluded,9.930184,AA,0.7721,0E-8,0
2019,1.00,M,Whole world,Excluded,6.8336754,AA,0.0548,0E-8,0
2020,7.00,F,Whole world,Excluded,7.1238875,B,0.3340,0E-8,0
2018,1.00,H,Nordic countries,Excluded,4.6324434,A,0.5804,0E-8,0
2022,1.00,M,Sweden,Excluded,7.84668,AA,0.9145,0E-8,0
2019,2.00,M,Europe,Excluded,4.5557837,C,0.5367,0E-8,0
2020,1.00,N,Nordic countries,Excluded,5.4592743,B,0.0767,0E-8,0
2019,2.00,F,Sweden,Excluded,4.290212,A,0.5640,0E-8,0
2022,50.00,L,Whole world,Excluded,6.9815197,AA,0.9994,0E-8,0
2022,9.00,Q,Whole world,Excluded,6.354552,A,0.0849,0E-8,0
2020,1.00,M,Sweden,Excluded,4.309377,AA,0.7475,0E-8,0
2022,120.00,G,Whole world,Excluded,6.0643396,C,0.2027,0E-8,0
2020,15.00,J,Whole world,Excluded,3.6276524,AA,0.5832,0E-8,0
2021,2.00,C,Whole world,Excluded,4.221766,AA,0.0329,0E-8,0
2021,9.00,F,Sweden,Excluded,3.3538673,AA,0.2820,0E-8,0
2021,2.00,F,Whole world,Excluded,2.956879,B,0.6543,0E-8,0
2021,1.00,M,Whole world,Excluded,2.9377139,AA,0.8378,0E-8,0
2020,1.00,J,Whole world,Excluded,1.7467488,A,0.3724,0E-8,0
2019,1.00,M,Sweden,Excluded,0.3449692,AN,0.2519,0E-8,0
2021,1.00,M,Nordic countries,Excluded,0.9691992,AN,0.8597,0E-8,0
2020,1.00,R,Whole world,Excluded,14.083505,missing,0.6133,0E-8,0
2022,20.00,R,Whole world,Excluded,50.00137,missing,0.4135,0E-8,0
2018,1484.00,O,Whole world,Excluded,26.524298,missing,0.9994,0E-8,0
2018,2.00,Q,Whole world,Excluded,34.03696,AA,0.0438,0E-8,0
2021,5.00,C,Whole world,Excluded,33.065025,AAA,0.1616,0E-8,0
2020,2.00,P,Whole world,Excluded,32.580425,AA,0.1451,0E-8,0
2021,3.00,R,Whole world,Excluded,33.26215,AA,0.9145,0E-8,0
2021,5.00,M,Sweden,Excluded,32.566734,A,0.5038,0E-8,0
2021,12.00,J,Whole world,Excluded,31.277208,AAA,0.4655,0E-8,0
2020,8.00,G,Whole world,Excluded,29.475702,AAA,0.0630,0E-8,0
2019,2.00,M,Whole world,Excluded,28.183435,AA,0.7010,0E-8,0
2018,10.00,J,Whole world,Excluded,26.715948,AAA,0.7529,0E-8,0
2019,2.00,M,Whole world,Excluded,26.642027,AA,0.3723,0E-8,0
2018,37.00,F,Whole world,Excluded,25.278576,AAA,0.0849,0E-8,0
2022,17.00,C,Whole world,Excluded,27.359343,B,0.0849,0E-8,0
2020,3.00,J,Whole world,Excluded,20.273785,AA,0.9172,0E-8,0
2022,2.00,J,Whole world,Excluded,21.853525,AA,0.0876,0E-8,0
2019,220.00,Q,Whole world,Excluded,16.03833,AAA,0.8324,0E-8,0
2019,2.00,R,Whole world,Excluded,14.691307,AAA,0.5230,0E-8,0
2018,1.00,M,Nordic countries,Excluded,13.344285,AA,0.6708,0E-8,0
2019,39.00,M,Whole world,Excluded,13.697468,AA,0.4956,0E-8,0
2022,2.00,M,Whole world,Excluded,16.698153,AAA,0.4956,0E-8,0
2020,3.00,M,Europe,Excluded,13.494866,A,0.0876,0E-8,0
2022,42.00,C,Whole world,Excluded,15.049966,AA,0.6708,0E-8,0
2018,2.00,M,Whole world,Excluded,11.008898,B,0.9802,0E-8,0
2019,1.00,J,Nordic countries,Excluded,11.956194,AA,0.7146,0E-8,0
2020,1.00,J,Whole world,Excluded,12.61054,B,0.3204,0E-8,0
2022,50.00,L,Whole world,Excluded,13.50308,B,0.2519,0E-8,0
2019,1.00,J,Nordic countries,Excluded,9.57974,B,0.4983,0E-8,0
2019,10.00,F,Nordic countries,Excluded,9.500342,C,0.5202,0E-8,0
2020,2.00,R,Sweden,Excluded,8.930869,C,0.0082,0E-8,0
2018,6.00,G,Sweden,Excluded,6.236824,A,0.9145,0E-8,0
2021,15.00,G,Whole world,Excluded,8.188911,AA,0.0192,0E-8,0
2019,8.00,J,Whole world,Excluded,5.8617387,AA,0.5887,0E-8,0
2021,1.00,M,Europe,Excluded,7.8603697,AA,0.5613,0E-8,0
2021,1.00,C,Whole world,Excluded,6.792608,B,0.8077,0E-8,0
2018,4.00,M,Whole world,Excluded,3.5537302,B,0.3834,0E-8,0
2021,2.00,J,Whole world,Excluded,6.234086,AA,0.8461,0E-8,0
2019,3.00,N,Nordic countries,Excluded,4.035592,A,0.2410,0E-8,0
2022,4.00,N,Sweden,Excluded,6.806297,AA,0.3915,0E-8,0
2021,1.00,F,Sweden,Excluded,4.8706365,AA,0.8131,0E-8,0
2020,50.00,J,Whole world,Excluded,3.6933608,A,0.6215,0E-8,0
2021,2.00,J,Whole world,Excluded,4.678987,A,0.1479,0E-8,0
2018,6.00,J,Whole world,Excluded,1.5824778,B,0.8132,0E-8,0
2021,14.00,M,Whole world,Excluded,4.5037646,B,0.1643,0E-8,0
2019,1.00,M,Sweden,Excluded,2.4887064,A,0.4135,0E-8,0
2020,3.00,G,Whole world,Excluded,2.0068445,A,0.7502,0E-8,0
2020,50.00,M,Whole world,Excluded,1.0349076,IR,0.1588,0E-8,0
2022,8.00,G,Whole world,Excluded,2.6557152,A,0.2465,0E-8,0
2022,1.00,R,Sweden,Excluded,29.585217,missing,0.9391,0E-8,0
2021,1.00,G,Sweden,Excluded,27.252567,missing,0.1780,0E-8,0
2022,50.00,L,Whole world,Excluded,18.587269,missing,0.5859,0E-8,0
2022,30.00,S,Whole world,Excluded,31.041752,missing,0.7475,0E-8,0
2018,11.00,F,Whole world,Excluded,47.718002,AAA,0.5038,0E-8,0
2018,6.00,G,Whole world,Excluded,45.801506,AA,0.0027,0E-8,0
2021,3.00,G,Whole world,Excluded,38.989735,AA,0.9994,0E-8,0
2022,30.00,C,Whole world,Excluded,39.674194,AAA,0.9391,0E-8,0
2022,1.00,M,Sweden,Excluded,33.163586,A,0.8350,0E-8,0
2020,3.00,G,Whole world,Excluded,29.746748,A,0.9172,0E-8,0
2019,2.00,G,Whole world,Excluded,28.402464,AA,0.9994,0E-8,0
2021,1.00,M,Whole world,Excluded,29.295004,AAA,0.4271,0E-8,0
2018,1.00,M,Whole world,Excluded,24.298426,B,0.0657,0E-8,0
2020,11.00,J,Whole world,Excluded,24.265572,A,0.5859,0E-8,0
2020,3.00,H,Whole world,Excluded,24.468172,AAA,1.0021,0E-8,0
2020,30.00,R,Whole world,Excluded,22.49692,A,0.6380,0E-8,0
2019,5.00,M,Whole world,Excluded,20.52293,A,0.9994,0E-8,0
2021,16.00,M,Whole world,Excluded,22.182068,AAA,0.7749,0E-8,0
2019,15.00,G,Whole world,Excluded,19.811089,AAA,0.2465,0E-8,0
2020,45.00,M,Whole world,Excluded,20.731007,A,0.5859,0E-8,0
2021,2.00,M,Whole world,Excluded,20.470911,A,0.2601,0E-8,0
2020,37.00,H,Whole world,Excluded,19.00616,B,0.6188,0E-8,0
2021,5.00,N,Europe,Excluded,17.850786,AA,0.3888,0E-8,0
2021,3.00,J,Whole world,Excluded,16.027378,A,0.9994,0E-8,0
2018,2.00,J,Whole world,Excluded,11.7645445,AA,0.1287,0E-8,0
2020,3.00,P,Whole world,Excluded,13.065024,AA,0.2519,0E-8,0
2022,3.00,N,Whole world,Excluded,15.058179,B,0.9939,0E-8,0
2018,6.00,G,Whole world,Excluded,10.595483,AAA,0.6708,0E-8,0
2020,2.00,L,Sweden,Excluded,11.685147,AA,0.6681,0E-8,0
2022,9.00,F,Whole world,Excluded,10.934976,AAA,0.0219,0E-8,0
2018,9.00,K,Whole world,Excluded,5.32512,B,0.2327,0E-8,0
2021,4.00,F,Whole world,Excluded,7.9726214,B,0.4983,0E-8,0
2018,2.00,J,Whole world,Excluded,3.6194386,AA,0.2957,0E-8,0
